Code Domaine,Domaine,Code zone,Zone,Code Élément,Élément,Code Produit,Produit,Code année,Année,Unité,Valeur,Symbole,Description du Symbole
"QL","Élevage primaire","2","Afghanistan","5510","Production","1058","Viande, volaille","2017","2017","tonnes","27850","Im","Données de la FAO basées sur une méthodologie d'imputation"
"QL","Élevage primaire","202","Afrique du Sud","5510","Production","1058","Viande, volaille","2017","2017","tonnes","1658159","","Donnée officielle"
"QL","Élevage primaire","3","Albanie","5510","Production","1058","Viande, volaille","2017","2017","tonnes","12912","","Donnée officielle"
"QL","Élevage primaire","4","Algérie","5510","Production","1058","Viande, volaille","2017","2017","tonnes","262965","Im","Données de la FAO basées sur une méthodologie d'imputation"
"QL","Élevage primaire","79","Allemagne","5510","Production","1058","Viande, volaille","2017","2017","tonnes","1009565","","Donnée officielle"
"QL","Élevage primaire","7","Angola","5510","Production","1058","Viande, volaille","2017","2017","tonnes","40398","Im","Données de la FAO basées sur une méthodologie d'imputation"
"QL","Élevage primaire","8","Antigua-et-Barbuda","5510","Production","1058","Viande, volaille","2017","2017","tonnes","33","Im","Données de la FAO basées sur une méthodologie d'imputation"
"QL","Élevage primaire","194","Arabie saoudite","5510","Production","1058","Viande, volaille","2017","2017","tonnes","650000","*","Chiffre non officiel"
"QL","Élevage primaire","9","Argentine","5510","Production","1058","Viande, volaille","2017","2017","tonnes","2116000","","Donnée officielle"
"QL","Élevage primaire","1","Arménie","5510","Production","1058","Viande, volaille","2017","2017","tonnes","10600","","Donnée officielle"
"QL","Élevage primaire","10","Australie","5510","Production","1058","Viande, volaille","2017","2017","tonnes","1229505","","Donnée officielle"
"QL","Élevage primaire","11","Autriche","5510","Production","1058","Viande, volaille","2017","2017","tonnes","127200","","Donnée officielle"
"QL","Élevage primaire","52","Azerbaïdjan","5510","Production","1058","Viande, volaille","2017","2017","tonnes","104362","","Donnée officielle"
"QL","Élevage primaire","12","Bahamas","5510","Production","1058","Viande, volaille","2017","2017","tonnes","6327","Im","Données de la FAO basées sur une méthodologie d'imputation"
"QL","Élevage primaire","13","Bahreïn","5510","Production","1058","Viande, volaille","2017","2017","tonnes","8928","","Donnée officielle"
"QL","Élevage primaire","16","Bangladesh","5510","Production","1058","Viande, volaille","2017","2017","tonnes","195242","Im","Données de la FAO basées sur une méthodologie d'imputation"
"QL","Élevage primaire","14","Barbade","5510","Production","1058","Viande, volaille","2017","2017","tonnes","15805","","Donnée officielle"
"QL","Élevage primaire","57","Bélarus","5510","Production","1058","Viande, volaille","2017","2017","tonnes","460000","F","Estimation FAO"
"QL","Élevage primaire","255","Belgique","5510","Production","1058","Viande, volaille","2017","2017","tonnes","455364","","Donnée officielle"
"QL","Élevage primaire","23","Belize","5510","Production","1058","Viande, volaille","2017","2017","tonnes","19646","","Donnée officielle"
"QL","Élevage primaire","53","Bénin","5510","Production","1058","Viande, volaille","2017","2017","tonnes","14109","","Donnée officielle"
"QL","Élevage primaire","18","Bhoutan","5510","Production","1058","Viande, volaille","2017","2017","tonnes","1571","","Donnée officielle"
"QL","Élevage primaire","19","Bolivie (État plurinational de)","5510","Production","1058","Viande, volaille","2017","2017","tonnes","504093","","Donnée officielle"
"QL","Élevage primaire","80","Bosnie-Herzégovine","5510","Production","1058","Viande, volaille","2017","2017","tonnes","60970","","Donnée officielle"
"QL","Élevage primaire","20","Botswana","5510","Production","1058","Viande, volaille","2017","2017","tonnes","4600","F","Estimation FAO"
"QL","Élevage primaire","21","Brésil","5510","Production","1058","Viande, volaille","2017","2017","tonnes","13607352","","Donnée officielle"
"QL","Élevage primaire","26","Brunéi Darussalam","5510","Production","1058","Viande, volaille","2017","2017","tonnes","23228","Im","Données de la FAO basées sur une méthodologie d'imputation"
"QL","Élevage primaire","27","Bulgarie","5510","Production","1058","Viande, volaille","2017","2017","tonnes","87029","","Donnée officielle"
"QL","Élevage primaire","233","Burkina Faso","5510","Production","1058","Viande, volaille","2017","2017","tonnes","41543","Im","Données de la FAO basées sur une méthodologie d'imputation"
"QL","Élevage primaire","29","Burundi","5510","Production","1058","Viande, volaille","2017","2017","tonnes","6300","Im","Données de la FAO basées sur une méthodologie d'imputation"
"QL","Élevage primaire","35","Cabo Verde","5510","Production","1058","Viande, volaille","2017","2017","tonnes","988","","Donnée officielle"
"QL","Élevage primaire","115","Cambodge","5510","Production","1058","Viande, volaille","2017","2017","tonnes","17542","Im","Données de la FAO basées sur une méthodologie d'imputation"
"QL","Élevage primaire","32","Cameroun","5510","Production","1058","Viande, volaille","2017","2017","tonnes","76997","Im","Données de la FAO basées sur une méthodologie d'imputation"
"QL","Élevage primaire","33","Canada","5510","Production","1058","Viande, volaille","2017","2017","tonnes","1237223","","Donnée officielle"
"QL","Élevage primaire","40","Chili","5510","Production","1058","Viande, volaille","2017","2017","tonnes","626127","","Donnée officielle"
"QL","Élevage primaire","351","Chine","5510","Production","1058","Viande, volaille","2017","2017","tonnes","13552347","A","Agrégat, peut inclure des données officielles, semi-officielles, estimées ou calculées"
"QL","Élevage primaire","96","Chine - RAS de Hong-Kong","5510","Production","1058","Viande, volaille","2017","2017","tonnes","23400","F","Estimation FAO"
"QL","Élevage primaire","128","Chine - RAS de Macao","5510","Production","1058","Viande, volaille","2017","2017","tonnes","3409","Im","Données de la FAO basées sur une méthodologie d'imputation"
"QL","Élevage primaire","41","Chine, continentale","5510","Production","1058","Viande, volaille","2017","2017","tonnes","12970215","Im","Données de la FAO basées sur une méthodologie d'imputation"
"QL","Élevage primaire","214","Chine, Taiwan Province de","5510","Production","1058","Viande, volaille","2017","2017","tonnes","555323","","Donnée officielle"
"QL","Élevage primaire","50","Chypre","5510","Production","1058","Viande, volaille","2017","2017","tonnes","25100","","Donnée officielle"
"QL","Élevage primaire","44","Colombie","5510","Production","1058","Viande, volaille","2017","2017","tonnes","1563607","","Donnée officielle"
"QL","Élevage primaire","45","Comores","5510","Production","1058","Viande, volaille","2017","2017","tonnes","584","Im","Données de la FAO basées sur une méthodologie d'imputation"
"QL","Élevage primaire","46","Congo","5510","Production","1058","Viande, volaille","2017","2017","tonnes","6766","Im","Données de la FAO basées sur une méthodologie d'imputation"
"QL","Élevage primaire","48","Costa Rica","5510","Production","1058","Viande, volaille","2017","2017","tonnes","133200","","Donnée officielle"
"QL","Élevage primaire","107","Côte d'Ivoire","5510","Production","1058","Viande, volaille","2017","2017","tonnes","48287","Im","Données de la FAO basées sur une méthodologie d'imputation"
